Country,Location,CrossName,Genotype,Rep,YLD,TGW,Heading,Height
INDIA,DWR-Karnal,ATTILA/PASTOR,6,1,4.0978,32,102,114
INDIA,DWR-Karnal,ATTILA/PASTOR,6,2,4.67388,34,105,117
INDIA,DWR-Karnal,BABAX/LR42//BABAX/3/ER2000,7,1,4.93475,40,96,123
INDIA,DWR-Karnal,BABAX/LR42//BABAX/3/ER2000,7,2,4.32606,42,99,124
INDIA,DWR-Karnal,BABAX/LR42//BABAX/3/VORB,8,1,4.60867,42,101,125
INDIA,DWR-Karnal,BABAX/LR42//BABAX/3/VORB,8,2,5.11953,43,101,128
INDIA,DWR-Karnal,BACANORA T 88,9,1,4.02172,27,101,100
INDIA,DWR-Karnal,BACANORA T 88,9,2,4.76084,29,104,101
INDIA,DWR-Karnal,BAVIACORA M 92,10,1,3.19563,32,99,120
INDIA,DWR-Karnal,BAVIACORA M 92,10,2,3.89128,34,103,118
INDIA,DWR-Karnal,BCN/RIALTO,11,1,3.73911,26,99,92
INDIA,DWR-Karnal,BCN/RIALTO,11,2,4.36954,27,101,92
INDIA,DWR-Karnal,BCN/WBLL1,12,1,4.60867,35,101,121
INDIA,DWR-Karnal,BCN/WBLL1,12,2,5.49997,38,103,122
INDIA,DWR-Karnal,BECARD,13,1,4.13041,34,97,110
INDIA,DWR-Karnal,BECARD,13,1,5.26084,41,97,123
INDIA,DWR-Karnal,BECARD,14,2,4.44562,36,100,114
INDIA,DWR-Karnal,BECARD,14,2,5.45649,42,99,118
INDIA,DWR-Karnal,BECARD/KACHU,15,1,4.93475,36,102,115
INDIA,DWR-Karnal,BECARD/KACHU,15,2,5.36953,39,104,113
INDIA,DWR-Karnal,BRBT1*2/KIRITATI,16,1,4.28258,34,96,119
INDIA,DWR-Karnal,BRBT1*2/KIRITATI,16,2,4.4891,38,98,124
INDIA,DWR-Karnal,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,1,3.63041,37,102,135
INDIA,DWR-Karnal,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,2,3.80433,36,102,134
INDIA,DWR-Karnal,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,1,5.08693,41,97,120
INDIA,DWR-Karnal,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,2,5.58692,41,98,124
INDIA,DWR-Karnal,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,1,4.41302,36,102,118
INDIA,DWR-Karnal,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,2,4.13041,33,104,114
INDIA,DWR-Karnal,CIRNO  C 2008,20,1,5.22823,43,104,94
INDIA,DWR-Karnal,CIRNO  C 2008,20,2,4.63041,41,107,99
INDIA,DWR-Karnal,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,1,3.4565,32,110,107
INDIA,DWR-Karnal,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,2,2.85868,29,112,117
INDIA,DWR-Karnal,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,1,2.32607,32,93,115
INDIA,DWR-Karnal,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,2,2.92389,30,95,120
INDIA,DWR-Karnal,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,1,3.69563,33,101,113
INDIA,DWR-Karnal,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,2,4.21737,32,104,118
INDIA,DWR-Karnal,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,1,5.46736,41,100,116
INDIA,DWR-Karnal,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,2,5.80431,42,99,120
INDIA,DWR-Karnal,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,1,4.93475,37,94,119
INDIA,DWR-Karnal,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,2,4.89127,35,98,115
INDIA,DWR-Karnal,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,1,5.07606,44,94,130
INDIA,DWR-Karnal,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,2,4.60867,41,94,124
INDIA,DWR-Karnal,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,1,4.17389,33,107,119
INDIA,DWR-Karnal,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,2,4.08693,34,105,113
INDIA,DWR-Karnal,KINGBIRD #1//INQALAB 91*2/TUKURU,28,1,4.76084,29,107,108
INDIA,DWR-Karnal,KINGBIRD #1//INQALAB 91*2/TUKURU,28,2,4.22823,27,109,107
INDIA,DWR-Karnal,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,1,6.1304,38,101,122
INDIA,DWR-Karnal,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,2,5.89127,41,104,129
INDIA,DWR-Karnal,MILAN/KAUZ//PRINIA/3/BAV92,30,1,4.76084,40,90,118
INDIA,DWR-Karnal,MILAN/KAUZ//PRINIA/3/BAV92,30,2,5.2391,38,90,116
INDIA,DWR-Karnal,MISR 1,31,1,4.83693,35,101,120
INDIA,DWR-Karnal,MISR 1,31,2,4.64128,34,101,123
INDIA,DWR-Karnal,MUNAL #1,32,1,4.80432,38,104,112
INDIA,DWR-Karnal,MUNAL #1,32,2,5.02171,40,105,119
INDIA,DWR-Karnal,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,1,4.76084,40,94,106
INDIA,DWR-Karnal,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,2,5.32606,42,99,111
INDIA,DWR-Karnal,OASIS/SKAUZ//4*BCN/3/2*PASTOR/4/FRET2*2/3/SNI/TRAP#1//KAUZ*3/TRAP/5/SAUAL #1,34,1,4.52171,35,104,130
INDIA,DWR-Karnal,OASIS/SKAUZ//4*BCN/3/2*PASTOR/4/FRET2*2/3/SNI/TRAP#1//KAUZ*3/TRAP/5/SAUAL #1,34,2,3.69563,32,104,129
INDIA,DWR-Karnal,PANDORA//WBLL1*2/BRAMBLING,35,1,5.18475,39,102,119
INDIA,DWR-Karnal,PANDORA//WBLL1*2/BRAMBLING,35,2,5.41301,36,103,119
INDIA,DWR-Karnal,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,1,5.7717,40,100,120
INDIA,DWR-Karnal,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,2,6.49996,42,99,129
INDIA,DWR-Karnal,PAVON F 76,37,1,3.80433,29,100,109
INDIA,DWR-Karnal,PAVON F 76,37,2,4.16302,29,102,111
INDIA,DWR-Karnal,PBW343*2/KUKUNA*2//FRTL/PIFED,38,1,4.8478,30,104,112
INDIA,DWR-Karnal,PBW343*2/KUKUNA*2//FRTL/PIFED,38,2,4.10867,29,107,109
INDIA,DWR-Karnal,PFAU/SERI.1B//AMAD/3/WAXWING,39,1,4.78258,35,90,110
INDIA,DWR-Karnal,PFAU/SERI.1B//AMAD/3/WAXWING,39,2,5.30432,37,94,112
INDIA,DWR-Karnal,QUAIU #3//MILAN/AMSEL,40,1,5.70649,33,102,115
INDIA,DWR-Karnal,QUAIU #3//MILAN/AMSEL,40,2,5.82605,34,102,116
INDIA,DWR-Karnal,RL6043/4*NAC//2*PASTOR,41,1,4.38041,36,100,130
INDIA,DWR-Karnal,RL6043/4*NAC//2*PASTOR,41,2,3.73911,38,99,131
INDIA,DWR-Karnal,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,1,3.77172,40,101,139
INDIA,DWR-Karnal,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,2,3.80433,39,101,142
INDIA,DWR-Karnal,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,1,3.30433,38,106,123
INDIA,DWR-Karnal,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,2,3.89128,36,107,121
INDIA,DWR-Karnal,SAUAL/WHEAR//SAUAL,44,1,5.28258,42,102,122
INDIA,DWR-Karnal,SAUAL/WHEAR//SAUAL,44,2,5.07606,38,102,123
INDIA,DWR-Karnal,SERI M 82,45,1,3.67389,29,102,115
INDIA,DWR-Karnal,SERI M 82,45,2,4.49997,32,101,109
INDIA,DWR-Karnal,SIETE CERROS T66,46,1,3.08694,29,99,114
INDIA,DWR-Karnal,SIETE CERROS T66,46,2,3.35868,32,100,117
INDIA,DWR-Karnal,SOKOLL*2/3/BABAX/LR42//BABAX,47,1,4.21737,38,102,126
INDIA,DWR-Karnal,SOKOLL*2/3/BABAX/LR42//BABAX,47,2,3.47824,37,102,125
INDIA,DWR-Karnal,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,1,6.26083,41,102,116
INDIA,DWR-Karnal,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,2,5.51301,39,101,113
INDIA,DWR-Karnal,TACUPETO F2001/BRAMBLING*2//KACHU,49,1,5.30432,41,102,122
INDIA,DWR-Karnal,TACUPETO F2001/BRAMBLING*2//KACHU,49,2,4.8478,41,104,117
INDIA,DWR-Karnal,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,1,4.57606,38,100,122
INDIA,DWR-Karnal,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,2,4.18258,34,100,117
INDIA,DWR-Karnal,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,1,4.65215,48,100,129
INDIA,DWR-Karnal,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,2,5.10866,47,100,123
INDIA,DWR-Karnal,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,1,5.65214,36,104,122
INDIA,DWR-Karnal,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,2,5.49997,34,106,116
INDIA,DWR-Karnal,TRCH/SRTU//KACHU,53,1,4.76084,37,101,125
INDIA,DWR-Karnal,TRCH/SRTU//KACHU,53,2,4.71736,36,104,122
INDIA,DWR-Karnal,UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP/4/MILAN/KAUZ//CHIL/CHUM18/5/UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP,54,1,5.34779,34,107,118
INDIA,DWR-Karnal,UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP/4/MILAN/KAUZ//CHIL/CHUM18/5/UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP,54,2,5.24997,36,106,114
INDIA,DWR-Karnal,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,1,4.78258,39,98,121
INDIA,DWR-Karnal,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,2,4.08693,36,100,121
INDIA,DWR-Karnal,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,1,4.3478,36,106,114
INDIA,DWR-Karnal,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,2,4.89127,38,105,114
INDIA,DWR-Karnal,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,1,4.65215,42,108,120
INDIA,DWR-Karnal,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,2,4.99997,45,107,114
INDIA,DWR-Karnal,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,1,4.7391,42,104,121
INDIA,DWR-Karnal,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,2,4.71736,44,104,117
INDIA,DWR-Karnal,WHEAR/SOKOLL,59,1,3.99998,37,101,126
INDIA,DWR-Karnal,WHEAR/SOKOLL,59,2,4.56519,41,99,122
INDIA,DWR-Karnal,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*3/4/CAR//KAL/BB/3/NAC/7/KRONSTAD,60,1,3.21737,35,104,119
INDIA,DWR-Karnal,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*3/4/CAR//KAL/BB/3/NAC/7/KRONSTAD,60,2,3.77172,34,102,117
PAKISTAN,NARC Islamabad,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,1,4.904,.,134,94
PAKISTAN,NARC Islamabad,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,2,4.892,.,136,90
PAKISTAN,NARC Islamabad,ATTILA,2,1,4.688,.,140,102
PAKISTAN,NARC Islamabad,ATTILA,2,2,5.292,.,139,104
PAKISTAN,NARC Islamabad,ATTILA*2/PBW65,3,1,4.984,.,144,108
PAKISTAN,NARC Islamabad,ATTILA*2/PBW65,3,2,5.656,.,145,109
PAKISTAN,NARC Islamabad,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,1,5.9,.,134,112
PAKISTAN,NARC Islamabad,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,2,6.448,.,136,117
PAKISTAN,NARC Islamabad,ATTILA//PGO/SERI/3/PASTOR,5,1,4.82,.,135,103
PAKISTAN,NARC Islamabad,ATTILA//PGO/SERI/3/PASTOR,5,2,5.752,.,136,105
PAKISTAN,NARC Islamabad,ATTILA/PASTOR,6,1,5.964,.,143,106
PAKISTAN,NARC Islamabad,ATTILA/PASTOR,6,2,5,.,144,104
PAKISTAN,NARC Islamabad,BABAX/LR42//BABAX/3/ER2000,7,1,5.528,.,134,115
PAKISTAN,NARC Islamabad,BABAX/LR42//BABAX/3/ER2000,7,2,5.948,.,134,112
PAKISTAN,NARC Islamabad,BABAX/LR42//BABAX/3/VORB,8,1,5.372,.,145,108
PAKISTAN,NARC Islamabad,BABAX/LR42//BABAX/3/VORB,8,2,4.94,.,147,111
PAKISTAN,NARC Islamabad,BACANORA T 88,9,1,5.664,.,133,102
PAKISTAN,NARC Islamabad,BACANORA T 88,9,2,5.336,.,135,99
PAKISTAN,NARC Islamabad,BAVIACORA M 92,10,1,6.328,.,145,109
PAKISTAN,NARC Islamabad,BAVIACORA M 92,10,2,3.82,.,145,105
PAKISTAN,NARC Islamabad,BCN/RIALTO,11,1,5.712,.,148,86
PAKISTAN,NARC Islamabad,BCN/RIALTO,11,2,5.524,.,147,90
PAKISTAN,NARC Islamabad,BCN/WBLL1,12,1,3.588,.,132,108
PAKISTAN,NARC Islamabad,BCN/WBLL1,12,2,5.228,.,134,106
PAKISTAN,NARC Islamabad,BECARD,13,1,6,.,137,108
PAKISTAN,NARC Islamabad,BECARD,13,1,5.864,.,131,105
PAKISTAN,NARC Islamabad,BECARD,14,2,5.488,.,137,104
PAKISTAN,NARC Islamabad,BECARD,14,2,5.98,.,134,103
PAKISTAN,NARC Islamabad,BECARD/KACHU,15,1,6.252,.,144,107
PAKISTAN,NARC Islamabad,BECARD/KACHU,15,2,5.892,.,145,104
PAKISTAN,NARC Islamabad,BRBT1*2/KIRITATI,16,1,6.184,.,131,110
PAKISTAN,NARC Islamabad,BRBT1*2/KIRITATI,16,2,6.184,.,136,114
PAKISTAN,NARC Islamabad,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,1,5.436,.,144,124
PAKISTAN,NARC Islamabad,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,2,5.56,.,145,123
PAKISTAN,NARC Islamabad,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,1,5.452,.,139,114
PAKISTAN,NARC Islamabad,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,2,3.524,.,140,116
PAKISTAN,NARC Islamabad,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,1,5.472,.,138,113
PAKISTAN,NARC Islamabad,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,2,4.764,.,138,109
PAKISTAN,NARC Islamabad,CIRNO  C 2008,20,1,4.692,.,139,80
PAKISTAN,NARC Islamabad,CIRNO  C 2008,20,2,5.328,.,139,82
PAKISTAN,NARC Islamabad,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,1,4.832,.,146,101
PAKISTAN,NARC Islamabad,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,2,4.948,.,146,98
PAKISTAN,NARC Islamabad,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,1,4.592,.,132,112
PAKISTAN,NARC Islamabad,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,2,4.584,.,134,113
PAKISTAN,NARC Islamabad,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,1,5.984,.,140,108
PAKISTAN,NARC Islamabad,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,2,4.24,.,137,106
PAKISTAN,NARC Islamabad,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,1,6.436,.,137,110
PAKISTAN,NARC Islamabad,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,2,5.868,.,138,112
PAKISTAN,NARC Islamabad,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,1,6.184,.,136,108
PAKISTAN,NARC Islamabad,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,2,5.996,.,138,112
PAKISTAN,NARC Islamabad,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,1,6.744,.,127,106
PAKISTAN,NARC Islamabad,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,2,6.044,.,130,108
PAKISTAN,NARC Islamabad,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,1,5.912,.,138,113
PAKISTAN,NARC Islamabad,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,2,4.984,.,136,116
PAKISTAN,NARC Islamabad,KINGBIRD #1//INQALAB 91*2/TUKURU,28,1,6.152,.,144,101
PAKISTAN,NARC Islamabad,KINGBIRD #1//INQALAB 91*2/TUKURU,28,2,6.34,.,145,103
PAKISTAN,NARC Islamabad,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,1,5.876,.,143,120
PAKISTAN,NARC Islamabad,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,2,5.24,.,144,117
PAKISTAN,NARC Islamabad,MILAN/KAUZ//PRINIA/3/BAV92,30,1,5.248,.,135,103
PAKISTAN,NARC Islamabad,MILAN/KAUZ//PRINIA/3/BAV92,30,2,5.396,.,136,104
PAKISTAN,NARC Islamabad,MISR 1,31,1,5.764,.,133,102
PAKISTAN,NARC Islamabad,MISR 1,31,2,5.844,.,143,104
PAKISTAN,NARC Islamabad,MUNAL #1,32,1,6.436,.,144,104
PAKISTAN,NARC Islamabad,MUNAL #1,32,2,5.468,.,145,106
PAKISTAN,NARC Islamabad,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,1,5.98,.,124,99
PAKISTAN,NARC Islamabad,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,2,6.112,.,126,101
PAKISTAN,NARC Islamabad,OASIS/SKAUZ//4*BCN/3/2*PASTOR/4/FRET2*2/3/SNI/TRAP#1//KAUZ*3/TRAP/5/SAUAL #1,34,1,6.424,.,136,105
PAKISTAN,NARC Islamabad,OASIS/SKAUZ//4*BCN/3/2*PASTOR/4/FRET2*2/3/SNI/TRAP#1//KAUZ*3/TRAP/5/SAUAL #1,34,2,5.124,.,136,101
PAKISTAN,NARC Islamabad,PANDORA//WBLL1*2/BRAMBLING,35,1,6.216,.,139,109
PAKISTAN,NARC Islamabad,PANDORA//WBLL1*2/BRAMBLING,35,2,6.244,.,140,107
PAKISTAN,NARC Islamabad,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,1,5.804,.,145,108
PAKISTAN,NARC Islamabad,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,2,5.296,.,146,105
PAKISTAN,NARC Islamabad,PAVON F 76,37,1,4.948,.,144,98
PAKISTAN,NARC Islamabad,PAVON F 76,37,2,4.856,.,144,102
PAKISTAN,NARC Islamabad,PBW343*2/KUKUNA*2//FRTL/PIFED,38,1,5.836,.,139,104
PAKISTAN,NARC Islamabad,PBW343*2/KUKUNA*2//FRTL/PIFED,38,2,5.024,.,137,102
PAKISTAN,NARC Islamabad,PFAU/SERI.1B//AMAD/3/WAXWING,39,1,6.012,.,129,101
PAKISTAN,NARC Islamabad,PFAU/SERI.1B//AMAD/3/WAXWING,39,2,5.428,.,137,100
PAKISTAN,NARC Islamabad,QUAIU #3//MILAN/AMSEL,40,1,6.228,.,138,110
PAKISTAN,NARC Islamabad,QUAIU #3//MILAN/AMSEL,40,2,5.704,.,139,108
PAKISTAN,NARC Islamabad,RL6043/4*NAC//2*PASTOR,41,1,5.972,.,138,120
PAKISTAN,NARC Islamabad,RL6043/4*NAC//2*PASTOR,41,2,5.864,.,139,119
PAKISTAN,NARC Islamabad,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,1,5.88,.,140,112
PAKISTAN,NARC Islamabad,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,2,5.856,.,138,109
PAKISTAN,NARC Islamabad,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,1,6.212,.,143,110
PAKISTAN,NARC Islamabad,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,2,5.82,.,144,112
PAKISTAN,NARC Islamabad,SAUAL/WHEAR//SAUAL,44,1,5.98,.,132,101
PAKISTAN,NARC Islamabad,SAUAL/WHEAR//SAUAL,44,2,6.212,.,134,103
PAKISTAN,NARC Islamabad,SERI M 82,45,1,5.356,.,145,110
PAKISTAN,NARC Islamabad,SERI M 82,45,2,5.896,.,145,106
PAKISTAN,NARC Islamabad,SIETE CERROS T66,46,1,5.54,.,144,103
PAKISTAN,NARC Islamabad,SIETE CERROS T66,46,2,5.136,.,145,102
PAKISTAN,NARC Islamabad,SOKOLL*2/3/BABAX/LR42//BABAX,47,1,5.204,.,143,109
PAKISTAN,NARC Islamabad,SOKOLL*2/3/BABAX/LR42//BABAX,47,2,5.064,.,144,107
PAKISTAN,NARC Islamabad,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,1,6.304,.,139,111
PAKISTAN,NARC Islamabad,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,2,4.124,.,136,107
PAKISTAN,NARC Islamabad,TACUPETO F2001/BRAMBLING*2//KACHU,49,1,6.012,.,136,110
PAKISTAN,NARC Islamabad,TACUPETO F2001/BRAMBLING*2//KACHU,49,2,5.088,.,136,112
PAKISTAN,NARC Islamabad,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,1,4.54,.,131,100
PAKISTAN,NARC Islamabad,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,2,3.86,.,128,99
PAKISTAN,NARC Islamabad,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,1,5.912,.,133,113
PAKISTAN,NARC Islamabad,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,2,5.432,.,136,115
PAKISTAN,NARC Islamabad,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,1,4.136,.,135,108
PAKISTAN,NARC Islamabad,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,2,5.968,.,137,106
PAKISTAN,NARC Islamabad,TRCH/SRTU//KACHU,53,1,6.508,.,136,114
PAKISTAN,NARC Islamabad,TRCH/SRTU//KACHU,53,2,6.212,.,136,110
PAKISTAN,NARC Islamabad,UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP/4/MILAN/KAUZ//CHIL/CHUM18/5/UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP,54,1,6.384,.,144,105
PAKISTAN,NARC Islamabad,UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP/4/MILAN/KAUZ//CHIL/CHUM18/5/UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP,54,2,5.996,.,136,103
PAKISTAN,NARC Islamabad,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,1,5.464,.,135,107
PAKISTAN,NARC Islamabad,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,2,4.948,.,137,109
PAKISTAN,NARC Islamabad,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,1,5.784,.,145,110
PAKISTAN,NARC Islamabad,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,2,5.496,.,146,109
PAKISTAN,NARC Islamabad,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,1,5.784,.,144,104
