Country,Location,CrossName,Genotype,Rep,YLD,TGW,Heading,Height
MEXICO,Guanajuato-Celaya,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,1,7.35,45,94,110
MEXICO,Guanajuato-Celaya,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,2,8.41,60,94,110
MEXICO,Guanajuato-Celaya,TACUPETO F2001/BRAMBLING*2//KACHU,49,1,7.7,50,93,110
MEXICO,Guanajuato-Celaya,TACUPETO F2001/BRAMBLING*2//KACHU,49,2,7.58,45,93,105
MEXICO,Guanajuato-Celaya,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,1,7.38,40,92,105
MEXICO,Guanajuato-Celaya,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,2,5.05,50,92,115
MEXICO,Guanajuato-Celaya,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,1,7.42,50,93,110
MEXICO,Guanajuato-Celaya,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,2,6.68,50,92,115
MEXICO,Guanajuato-Celaya,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,1,6.32,45,92,105
MEXICO,Guanajuato-Celaya,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,2,7.55,45,92,110
MEXICO,Guanajuato-Celaya,TRCH/SRTU//KACHU,53,1,8.38,40,93,110
MEXICO,Guanajuato-Celaya,TRCH/SRTU//KACHU,53,2,6.71,45,93,110
MEXICO,Guanajuato-Celaya,UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/MILAN/KAUZ//CHIL/CHUM18/6/UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ,54,1,6.47,45,93,105
MEXICO,Guanajuato-Celaya,UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/MILAN/KAUZ//CHIL/CHUM18/6/UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ,54,2,6.42,45,93,100
MEXICO,Guanajuato-Celaya,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,1,6.07,50,93,110
MEXICO,Guanajuato-Celaya,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,2,6.39,50,91,110
MEXICO,Guanajuato-Celaya,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,1,6.89,45,92,195
MEXICO,Guanajuato-Celaya,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,2,8.57,55,94,105
MEXICO,Guanajuato-Celaya,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,1,6.68,35,93,110
MEXICO,Guanajuato-Celaya,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,2,6.32,50,90,105
MEXICO,Guanajuato-Celaya,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,1,5.87,50,96,105
MEXICO,Guanajuato-Celaya,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,2,6.78,50,94,110
MEXICO,Guanajuato-Celaya,WHEAR/SOKOLL,59,1,7.79,50,91,110
MEXICO,Guanajuato-Celaya,WHEAR/SOKOLL,59,2,7.99,50,87,120
MEXICO,Guanajuato-Celaya,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*2/4/CAR//KAL/BB/3/NAC/5/KAUZ/7/KRONSTAD F2004/8/KAUZ/PASTOR//PBW343,60,1,9.19,45,93,100
MEXICO,Guanajuato-Celaya,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*2/4/CAR//KAL/BB/3/NAC/5/KAUZ/7/KRONSTAD F2004/8/KAUZ/PASTOR//PBW343,60,2,6.65,45,94,105
MEXICO,Guadalajara-Jalisco,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,1,5.22,44.7,70,92
MEXICO,Guadalajara-Jalisco,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,2,6.48,47.9,71,101
MEXICO,Guadalajara-Jalisco,ATTILA,2,1,5.74,46.3,72,97
MEXICO,Guadalajara-Jalisco,ATTILA,2,2,4.79,46.5,72,107
MEXICO,Guadalajara-Jalisco,ATTILA*2/PBW65,3,1,6.54,41.9,72,100
MEXICO,Guadalajara-Jalisco,ATTILA*2/PBW65,3,2,3.98,43.2,74,100
MEXICO,Guadalajara-Jalisco,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,1,4.89,49.9,70,100
MEXICO,Guadalajara-Jalisco,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,2,5.94,52,71,105
MEXICO,Guadalajara-Jalisco,ATTILA//PGO/SERI/3/PASTOR,5,1,5.35,46.1,71,105
MEXICO,Guadalajara-Jalisco,ATTILA//PGO/SERI/3/PASTOR,5,2,4.27,46.2,72,100
MEXICO,Guadalajara-Jalisco,ATTILA/PASTOR,6,1,6.51,45.3,72,104
MEXICO,Guadalajara-Jalisco,ATTILA/PASTOR,6,2,5.53,45.6,72,102
MEXICO,Guadalajara-Jalisco,BABAX/LR42//BABAX/3/ER2000,7,1,5.64,46.9,69,105
MEXICO,Guadalajara-Jalisco,BABAX/LR42//BABAX/3/ER2000,7,2,4.33,50.3,68,105
MEXICO,Guadalajara-Jalisco,BABAX/LR42//BABAX/3/VORB,8,1,5.46,53.8,72,107
MEXICO,Guadalajara-Jalisco,BABAX/LR42//BABAX/3/VORB,8,2,4.89,53.6,73,103
MEXICO,Guadalajara-Jalisco,BACANORA T 88,9,1,5.23,40.4,71,87
MEXICO,Guadalajara-Jalisco,BACANORA T 88,9,2,5.13,40.2,71,80
MEXICO,Guadalajara-Jalisco,BAVIACORA M 92,10,1,4.83,50.6,72,95
MEXICO,Guadalajara-Jalisco,BAVIACORA M 92,10,2,5.89,48.3,73,100
MEXICO,Guadalajara-Jalisco,BCN/RIALTO,11,1,4.26,40.9,85,65
MEXICO,Guadalajara-Jalisco,BCN/RIALTO,11,2,6.62,33,85,72
MEXICO,Guadalajara-Jalisco,BCN/WBLL1,12,1,5.72,46.1,72,102
MEXICO,Guadalajara-Jalisco,BCN/WBLL1,12,2,6.69,46.9,72,97
MEXICO,Guadalajara-Jalisco,BECARD,13,1,6.04,49.6,71,100
MEXICO,Guadalajara-Jalisco,BECARD,13,2,4.57,49.4,70,95
MEXICO,Guadalajara-Jalisco,BECARD,14,1,6.61,48.8,71,100
MEXICO,Guadalajara-Jalisco,BECARD,14,2,6.37,50,70,90
MEXICO,Guadalajara-Jalisco,BECARD/KACHU,15,1,3.31,44.4,72,92
MEXICO,Guadalajara-Jalisco,BECARD/KACHU,15,2,6.01,46.8,71,92
MEXICO,Guadalajara-Jalisco,BRBT1*2/KIRITATI,16,1,3.84,53,69,102
MEXICO,Guadalajara-Jalisco,BRBT1*2/KIRITATI,16,2,3.91,51.7,68,98
MEXICO,Guadalajara-Jalisco,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,1,5.12,44.3,72,106
MEXICO,Guadalajara-Jalisco,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,2,4.49,48.5,72,102
MEXICO,Guadalajara-Jalisco,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,1,4.56,47.8,70,101
MEXICO,Guadalajara-Jalisco,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,2,4.36,43.6,70,100
MEXICO,Guadalajara-Jalisco,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,1,3.93,51.5,73,90
MEXICO,Guadalajara-Jalisco,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,2,4.82,48.4,74,105
MEXICO,Guadalajara-Jalisco,CIRNO  C 2008,20,1,3.28,55.1,72,80
MEXICO,Guadalajara-Jalisco,CIRNO  C 2008,20,2,4.09,52.6,71,80
MEXICO,Guadalajara-Jalisco,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,1,4.64,45.3,75,85
MEXICO,Guadalajara-Jalisco,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,2,4.27,39.6,75,88
MEXICO,Guadalajara-Jalisco,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,1,2.9,49.3,67,95
MEXICO,Guadalajara-Jalisco,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,2,5.11,47,69,110
MEXICO,Guadalajara-Jalisco,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,1,4.49,45.3,72,96
MEXICO,Guadalajara-Jalisco,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,2,4.13,40.8,73,95
MEXICO,Guadalajara-Jalisco,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,1,3.61,54.3,70,100
MEXICO,Guadalajara-Jalisco,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,2,3.34,43.6,71,95
MEXICO,Guadalajara-Jalisco,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,1,4.37,46.1,70,96
MEXICO,Guadalajara-Jalisco,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,2,4.08,46,70,92
MEXICO,Guadalajara-Jalisco,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,1,4.02,48.1,71,110
MEXICO,Guadalajara-Jalisco,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,2,3.05,46.3,71,105
MEXICO,Guadalajara-Jalisco,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,1,5.87,44.4,72,100
MEXICO,Guadalajara-Jalisco,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,2,5.28,44.5,74,95
MEXICO,Guadalajara-Jalisco,KINGBIRD #1//INQALAB 91*2/TUKURU,28,1,6.88,41.3,73,94
MEXICO,Guadalajara-Jalisco,KINGBIRD #1//INQALAB 91*2/TUKURU,28,2,6.76,38.6,72,90
MEXICO,Guadalajara-Jalisco,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,1,5.43,61,72,105
MEXICO,Guadalajara-Jalisco,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,2,4.67,57.4,71,107
MEXICO,Guadalajara-Jalisco,MILAN/KAUZ//PRINIA/3/BAV92,30,1,4.2,50.4,70,100
MEXICO,Guadalajara-Jalisco,MILAN/KAUZ//PRINIA/3/BAV92,30,2,3.23,52,69,96
MEXICO,Guadalajara-Jalisco,MISR 1,31,1,5.09,45.7,71,90
MEXICO,Guadalajara-Jalisco,MISR 1,31,2,5,48,71,102
MEXICO,Guadalajara-Jalisco,MUNAL #1,32,1,6.34,47.6,73,105
MEXICO,Guadalajara-Jalisco,MUNAL #1,32,2,5.5,48.1,73,95
MEXICO,Guadalajara-Jalisco,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,1,5.66,53.9,69,85
MEXICO,Guadalajara-Jalisco,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,2,6.37,54.6,68,90
MEXICO,Guadalajara-Jalisco,OASIS/SKAUZ//4*BCN/3/2*PASTOR/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/6/SAUAL #1,34,1,4.74,41.4,72,95
MEXICO,Guadalajara-Jalisco,OASIS/SKAUZ//4*BCN/3/2*PASTOR/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/6/SAUAL #1,34,2,4.57,46.7,72,100
MEXICO,Guadalajara-Jalisco,PANDORA//WBLL1*2/BRAMBLING,35,1,5.93,48.2,72,94
MEXICO,Guadalajara-Jalisco,PANDORA//WBLL1*2/BRAMBLING,35,2,6.88,52.9,72,104
MEXICO,Guadalajara-Jalisco,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,1,6.02,54,71,105
MEXICO,Guadalajara-Jalisco,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,2,6.93,43.7,71,105
MEXICO,Guadalajara-Jalisco,PAVON F 76,37,1,5.22,41.1,71,95
MEXICO,Guadalajara-Jalisco,PAVON F 76,37,2,5.73,47.9,71,95
MEXICO,Guadalajara-Jalisco,PBW343*2/KUKUNA*2//FRTL/PIFED,38,1,5.33,45.8,70,95
MEXICO,Guadalajara-Jalisco,PBW343*2/KUKUNA*2//FRTL/PIFED,38,2,4.72,42.2,71,95
MEXICO,Guadalajara-Jalisco,PFAU/SERI.1B//AMAD/3/WAXWING,39,1,5.33,52,66,95
MEXICO,Guadalajara-Jalisco,PFAU/SERI.1B//AMAD/3/WAXWING,39,2,5.23,45.2,67,100
MEXICO,Guadalajara-Jalisco,QUAIU #3//MILAN/AMSEL,40,1,4.92,37.3,73,95
MEXICO,Guadalajara-Jalisco,QUAIU #3//MILAN/AMSEL,40,2,4.13,38.3,72,101
MEXICO,Guadalajara-Jalisco,RL6043/4*NAC//2*PASTOR,41,1,4.69,50.3,70,110
MEXICO,Guadalajara-Jalisco,RL6043/4*NAC//2*PASTOR,41,2,3.93,49.3,71,100
MEXICO,Guadalajara-Jalisco,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,1,5.65,50.5,71,105
MEXICO,Guadalajara-Jalisco,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,2,6.17,50.3,72,100
MEXICO,Guadalajara-Jalisco,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,1,6.69,50.7,73,100
MEXICO,Guadalajara-Jalisco,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,2,4.92,48.2,74,90
MEXICO,Guadalajara-Jalisco,SAUAL/WHEAR//SAUAL,44,1,3.76,47.2,72,103
MEXICO,Guadalajara-Jalisco,SAUAL/WHEAR//SAUAL,44,2,5.3,44.3,74,95
MEXICO,Guadalajara-Jalisco,SERI M 82,45,1,5.62,46.5,71,92
MEXICO,Guadalajara-Jalisco,SERI M 82,45,2,3.87,40.7,71,90
MEXICO,Guadalajara-Jalisco,SIETE CERROS T66,46,1,4.44,42.3,70,90
MEXICO,Guadalajara-Jalisco,SIETE CERROS T66,46,2,4.84,41.6,71,95
MEXICO,Guadalajara-Jalisco,SOKOLL*2/3/BABAX/LR42//BABAX,47,1,4.72,47.8,71,110
MEXICO,Guadalajara-Jalisco,SOKOLL*2/3/BABAX/LR42//BABAX,47,2,6.05,48.3,71,110
MEXICO,Guadalajara-Jalisco,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,1,4.28,49.4,72,108
MEXICO,Guadalajara-Jalisco,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,2,5.73,46.3,72,99
MEXICO,Guadalajara-Jalisco,TACUPETO F2001/BRAMBLING*2//KACHU,49,1,5.59,52.2,73,95
MEXICO,Guadalajara-Jalisco,TACUPETO F2001/BRAMBLING*2//KACHU,49,2,4.67,53.8,73,95
MEXICO,Guadalajara-Jalisco,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,1,5.62,51.2,72,105
MEXICO,Guadalajara-Jalisco,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,2,5.04,51.2,72,97
MEXICO,Guadalajara-Jalisco,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,1,6.93,54.6,72,106
MEXICO,Guadalajara-Jalisco,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,2,4.06,58.6,71,105
MEXICO,Guadalajara-Jalisco,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,1,4.28,44.9,71,95
MEXICO,Guadalajara-Jalisco,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,2,5.28,53.7,71,100
MEXICO,Guadalajara-Jalisco,TRCH/SRTU//KACHU,53,1,4.13,50,71,90
MEXICO,Guadalajara-Jalisco,TRCH/SRTU//KACHU,53,2,4.89,48.1,71,97
MEXICO,Guadalajara-Jalisco,UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/MILAN/KAUZ//CHIL/CHUM18/6/UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ,54,1,4.52,43.7,73,92
MEXICO,Guadalajara-Jalisco,UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/MILAN/KAUZ//CHIL/CHUM18/6/UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ,54,2,4.67,44.3,72,95
MEXICO,Guadalajara-Jalisco,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,1,4.68,55.2,71,100
MEXICO,Guadalajara-Jalisco,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,2,4.53,56.7,69,107
MEXICO,Guadalajara-Jalisco,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,1,3.79,50.8,73,95
MEXICO,Guadalajara-Jalisco,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,2,3.41,49.3,73,87
MEXICO,Guadalajara-Jalisco,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,1,3.78,54.4,73,90
MEXICO,Guadalajara-Jalisco,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,2,2.91,54.2,74,96
MEXICO,Guadalajara-Jalisco,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,1,4.1,55,72,92
MEXICO,Guadalajara-Jalisco,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,2,3.42,50.6,73,88
MEXICO,Guadalajara-Jalisco,WHEAR/SOKOLL,59,1,4.53,49.3,72,106
MEXICO,Guadalajara-Jalisco,WHEAR/SOKOLL,59,2,5.32,49,71,106
MEXICO,Guadalajara-Jalisco,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*2/4/CAR//KAL/BB/3/NAC/5/KAUZ/7/KRONSTAD F2004/8/KAUZ/PASTOR//PBW343,60,1,4.76,44.1,73,101
MEXICO,Guadalajara-Jalisco,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*2/4/CAR//KAL/BB/3/NAC/5/KAUZ/7/KRONSTAD F2004/8/KAUZ/PASTOR//PBW343,60,2,6.23,45.3,71,96
MEXICO,Chihuahua,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,1,6.66,38,80,92
MEXICO,Chihuahua,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,2,7.84,48,84,88
MEXICO,Chihuahua,ATTILA,2,1,5.46,42.6,84,88
MEXICO,Chihuahua,ATTILA,2,2,6.74,40,83,90
MEXICO,Chihuahua,ATTILA*2/PBW65,3,1,6.87,37.2,88,89
MEXICO,Chihuahua,ATTILA*2/PBW65,3,2,6.19,36,89,91
MEXICO,Chihuahua,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,1,6.11,43.2,88,85
MEXICO,Chihuahua,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,2,7.34,42,90,89
MEXICO,Chihuahua,ATTILA//PGO/SERI/3/PASTOR,5,1,6.02,39.2,85,88
MEXICO,Chihuahua,ATTILA//PGO/SERI/3/PASTOR,5,2,6.28,38,78,92
MEXICO,Chihuahua,ATTILA/PASTOR,6,1,5.52,42,78,93
MEXICO,Chihuahua,ATTILA/PASTOR,6,2,6.53,40,87,91
MEXICO,Chihuahua,BABAX/LR42//BABAX/3/ER2000,7,1,5.32,42.6,87,86
MEXICO,Chihuahua,BABAX/LR42//BABAX/3/ER2000,7,2,5.92,42,94,90
MEXICO,Chihuahua,BABAX/LR42//BABAX/3/VORB,8,1,6.52,46.6,84,88
MEXICO,Chihuahua,BABAX/LR42//BABAX/3/VORB,8,2,6.01,44,82,83
MEXICO,Chihuahua,BACANORA T 88,9,1,6.28,33.2,72,89
MEXICO,Chihuahua,BACANORA T 88,9,2,5.34,32,72,91
MEXICO,Chihuahua,BAVIACORA M 92,10,1,5.68,44,85,89
MEXICO,Chihuahua,BAVIACORA M 92,10,2,5.51,42,84,91
MEXICO,Chihuahua,BCN/RIALTO,11,1,6.68,30.6,60,94
MEXICO,Chihuahua,BCN/RIALTO,11,2,5.58,28,57,95
MEXICO,Chihuahua,BCN/WBLL1,12,1,4.99,42,76,85
MEXICO,Chihuahua,BCN/WBLL1,12,2,6.05,40,80,89
MEXICO,Chihuahua,BECARD,13,1,7.98,43.2,83,86
MEXICO,Chihuahua,BECARD,13,2,5.19,42,89,91
MEXICO,Chihuahua,BECARD,14,1,5.97,46,84,86
MEXICO,Chihuahua,BECARD,14,2,5.67,40,83,91
MEXICO,Chihuahua,BECARD/KACHU,15,1,5.95,42.6,84,88
MEXICO,Chihuahua,BECARD/KACHU,15,2,5.76,40,79,91
MEXICO,Chihuahua,BRBT1*2/KIRITATI,16,1,5.56,44,84,88
MEXICO,Chihuahua,BRBT1*2/KIRITATI,16,2,6.98,42,91,90
MEXICO,Chihuahua,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,1,5.91,43.2,89,89
MEXICO,Chihuahua,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,2,6.85,44,95,92
MEXICO,Chihuahua,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,1,4.32,36,77,85
MEXICO,Chihuahua,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,2,5.42,42,88,88
MEXICO,Chihuahua,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,1,4.31,40,75,92
MEXICO,Chihuahua,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,2,5,42,78,94
MEXICO,Chihuahua,CIRNO  C 2008,20,1,6.04,40,68,92
MEXICO,Chihuahua,CIRNO  C 2008,20,2,6.65,46,76,93
MEXICO,Chihuahua,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,1,5.94,34,69,94
MEXICO,Chihuahua,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,2,7.43,40,77,96
MEXICO,Chihuahua,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,1,4.52,38,81,85
MEXICO,Chihuahua,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,2,4.47,40,90,85
MEXICO,Chihuahua,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,1,6.81,36,73,91
MEXICO,Chihuahua,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,2,7.38,38,81,90
MEXICO,Chihuahua,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,1,4.78,44,80,88
MEXICO,Chihuahua,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,2,5.68,44,90,88
MEXICO,Chihuahua,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,1,6.25,40,83,89
MEXICO,Chihuahua,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,2,5.89,38,83,91
MEXICO,Chihuahua,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,1,6.5,38,89,88
MEXICO,Chihuahua,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,2,5.99,42,90,92
MEXICO,Chihuahua,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,1,5.86,38,78,92
MEXICO,Chihuahua,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,2,5.75,40,80,91
MEXICO,Chihuahua,KINGBIRD #1//INQALAB 91*2/TUKURU,28,1,5.47,34,72,89
MEXICO,Chihuahua,KINGBIRD #1//INQALAB 91*2/TUKURU,28,2,7.95,38,80,91
MEXICO,Chihuahua,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,1,5.88,52,85,89
MEXICO,Chihuahua,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,2,5.75,46,86,89
MEXICO,Chihuahua,MILAN/KAUZ//PRINIA/3/BAV92,30,1,4.8,40,84,91
MEXICO,Chihuahua,MILAN/KAUZ//PRINIA/3/BAV92,30,2,4.4,42,89,91
MEXICO,Chihuahua,MISR 1,31,1,5.57,38,74,91
MEXICO,Chihuahua,MISR 1,31,2,6.27,44,86,86
